P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_ESI,P_SEMI_MAJOR_AXIS,P_PERIOD,P_ECCENTRICITY,P_FLUX,P_RADIUS,P_MASS,P_DENSITY,P_GRAVITY,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,S_TEMPERATURE,S_LUMINOSITY,S_TYPE_TEMP,S_TIDAL_LOCK
Kepler-134 b,Transit,Kepler,2014,0.25882662,0.06,5.317429,0,319.66677,2,4.66,0.5825,1.165,1077.1448,1077.1448,1216.4658,1216.4658,5983,1.1508004,G,0.43586632
Kepler-409 b,Transit,Kepler,2014,0.43784921,0.3192,68.958322,0.69,8.516282,1.199,6,3.4809173,4.1736198,308.76276,720.92058,348.69902,814.16651,5421,0.62805836,G,0.46466857
K2-3 b,Transit,K2,2015,0.36466942,0.0747,10.054654,0.107,10.589105,2.078,5.11,0.5694876,1.1833952,436.12964,485.58323,492.53989,548.38995,3844,0.058748935,M,0.40440878
Kepler-43 b,Transit,Kepler,2011,0.066769621,0.046,3.0240949,0.017,1001.2605,13.664,1026.5909,0.40240545,5.498468,1420.8895,1445.2535,1604.6715,1632.1867,6041,2.1183611,F,0.368885
Kepler-77 b,Transit,Kepler,2013,0.08352784,0.04501,3.5787809,0,443.99898,10.761,136.661,0.10966971,1.1801558,1169.3518,1169.3518,1320.5992,1320.5992,5520,0.89949758,G,0.49201263
TIC 279401253 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.17060562,0.369,76.8,0.448,10.270544,11.209,1951.4664,1.3856721,15.531999,368.51252,596.85246,416.17698,674.05106,5951,1.250259,G,0.38410314
Kepler-338 b,Transit,Kepler,2014,0.23804965,0.117,13.726976,0.04,281.82271,2.44,30.6,2.1064538,5.1397474,1023.2697,1065.0529,1155.6223,1202.8098,5923,3.8547836,G,0.47945184
TOI-3714 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.097229401,0.027,2.154849,0.03,53.761081,11.321,222.47988,0.15333326,1.7358858,679.5935,700.29651,767.49407,790.87486,3660,0.039174188,M,0.34571359
TOI-5678 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.24018819,0.249,47.73022,0.14,12.047575,4.91,20,0.16896063,0.82959669,443.40196,510.50595,500.75284,576.53625,5485,0.73960528,G,0.49523172
TOI-1470 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.48716066,0.106,18.08816,0.5,3.8624035,2.47,7.24,0.48044946,1.1867102,281.28796,487.20504,317.67055,550.22154,3709,0.03758374,M,0.29056815
TOI-1062 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.24823389,0.052,4.11296,0.177,199.94252,2.265,10.15,0.87349701,1.9784707,879.44727,1051.7151,993.1975,1187.747,5328,0.53210826,G,0.40824805
TOI-4145 A b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.07208073,0.04823,4.0664428,0,222.00639,13.305,136.66622,0.058025187,0.77202511,983.31141,983.31141,1110.4957,1110.4957,5281,0.51641637,K,0.4486644
HD 95338 b,Radial Velocity,Las Campanas Observatory,2020,0.32013492,0.262,55.087,0.197,7.2776735,3.89,42.44,0.72098557,2.8046339,380.54147,464.61293,429.76179,524.7073,5212,0.48977882,K,0.44078637
WASP-176 b,Transit,SuperWASP-North,2020,0.055032959,0.0535,3.899052,0,1446.4134,16.87,271.74465,0.056599912,0.95484051,1570.9878,1570.9878,1774.1839,1774.1839,5941,4.1399967,F,0.51240963
TOI-4377 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.060557857,0.0579,4.378081,0.045,1981.906,15.11,304.16179,0.088168055,1.3322193,1662.2727,1738.8365,1877.2759,1963.7426,4974,6.6374307,K,0.49683223
V1298 Tau c,Transit,K2,2019,0.14568271,0.0825,8.24958,0.43,155.41275,5.59,76.27882,0.43668527,2.4410707,733.17005,1161.2756,828.00036,1311.4783,5050,0.95499259,K,0.19692931
HD 1397 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2018,0.07927807,0.1097,11.53533,0.251,392.38932,11.5,131.89945,0.086726029,0.99734934,1005.4668,1299.4378,1135.5168,1467.5108,5521,4.5708819,G,0.50440445
Kepler-314 c,Transit,Kepler,2014,0.22213401,0.064,5.960392,0,145.09086,2.9,8.75,0.3587683,1.0404281,884.11696,884.11696,998.47118,998.47118,5378,0.59429216,G,0.41254542
Kepler-444 b,Transit,Kepler,2015,0.23747364,0.04178,3.6001053,0.16,218.1195,0.403,0.0374,0.57142135,0.2302828,906.01731,1064.6966,1023.2042,1202.4075,5046,0.3758374,K,0.4885316
Kepler-444 c,Transit,Kepler,2015,0.26207019,0.04881,4.5458841,0.31,165.92896,0.497,0.0793,0.64595761,0.32104093,788.78684,1086.8529,890.81079,1227.4295,5046,0.3758374,K,0.4885316
Kepler-507 b,Transit,Kepler,2016,0.28841402,0.047794,3.5680969,0,927.37042,1.3,5.69692,2.5930451,3.3709586,1405.766,1405.766,1587.5917,1587.5917,6113,2.1183611,F,0.46954235
Kepler-62 f,Transit,Kepler,2013,0.67871408,0.718,267.291,0,0.40714688,1.41,35,12.485637,17.604748,203.48738,203.48738,229.80702,229.80702,4925,0.20989399,K,0.43721079
Kepler-32 b,Transit,Kepler,2011,0.30624094,0.05,5.90124,0,20.4202,2.2,1303,122.3704,269.21488,541.52026,541.52026,611.56204,611.56204,3900,0.0510505,M,0.35182461
Kepler-32 c,Transit,Kepler,2011,0.43503772,0.09,8.7522,0,6.3025309,2,158.9,19.8625,39.725,403.62537,403.62537,455.83143,455.83143,3900,0.0510505,M,0.35182461
Kepler-19 b,Transit,Kepler,2011,0.2567577,0.0846,9.28699,0.41,105.7362,2.209,6.1,0.5659039,1.2500817,672.2874,1039.2942,759.24298,1173.7195,5541,0.6902398,G,0.38999561
TOI-3688 A b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.069468532,0.0456,3.246075,0,922.72081,13.081,311.47184,0.13915408,1.8202746,1404.0006,1404.0006,1585.598,1585.598,5950,1.9186687,G,0.4638429
HAT-P-60 b,Transit,HATNet,2021,0.051067688,0.06277,4.7947813,0.25,1688.5351,18.282,182.43351,0.029856129,0.54582975,1448.834,1870.4367,1636.2304,2112.3643,6212,6.4416927,F,0.47858769
TOI-5398 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.19344871,0.057,4.77271,0.14,406.95711,3.52,11.8,0.27055404,0.95235021,1068.9561,1230.7308,1207.2179,1389.917,6000,1.3091819,G,0.34882666
TOI-2158 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.084655407,0.075,8.60077,0.07,303.35008,10.761,260.61929,0.20914557,2.2506154,1027.1342,1101.7362,1159.9867,1244.2379,5673,1.7021585,G,0.52538683
Kepler-16 b,Transit,Kepler,2011,0.30040118,0.7048,228.776,0.0069,0.25169729,8.449,105.833,0.17547093,1.4825539,179.81404,181.05906,203.0717,204.47776,4450,0.1250259,K,0.39488606
TOI-4087 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.069892308,0.04469,3.1774835,0,750.89514,13.047,232.01474,0.10446807,1.362995,1333.5046,1333.5046,1505.984,1505.984,6060,1.4996848,F,0.36422283
CoRoT-28 b,Transit,CoRoT,2015,0.083066795,0.0603,5.20851,0.047,672.73742,10.705,153.82972,0.125395,1.3423535,1267.5576,1328.6011,1431.5072,1500.4462,5150,2.4434306,G,0.54307795
HATS-18 b,Transit,Multiple Observatories,2016,0.061138046,0.0174,0.83784,0.166,3111.4957,14.897,629.14449,0.19030664,2.834998,1755.8031,2076.0703,1982.9037,2344.5952,5600,0.92896639,G,0.46037405
TOI-1416 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.27479549,0.019,1.0697568,0,960.48989,1.62,3.48,0.81852924,1.3260174,1418.1524,1418.1524,1601.5803,1601.5803,4884,0.34673685,G,0.45820837
TOI-3912 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.064374738,0.0463,3.4936264,0,874.65749,14.28,129.03833,0.044313302,0.63279395,1385.3491,1385.3491,1564.5341,1564.5341,5725,1.8749945,G,0.515083
TOI-4010 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.14184258,0.058,5.414654,0.03,118.39668,5.93,20.31,0.097397059,0.57756456,827.87945,853.09981,934.95974,963.44218,4960,0.39810717,K,0.46338364
Kepler-506 b,Transit,Kepler,2016,0.22424517,0.075,6.8834055,0,345.04638,2.73,7.9,0.38827475,1.0599901,1097.9159,1097.9159,1239.9235,1239.9235,6236,1.9408859,F,0.41574978
HATS-62 b,Transit,HATSouth,2018,0.07733512,0.04163,3.2768837,0.298,405.8647,11.825,56.89157,0.034406815,0.40686059,991.99426,1348.8944,1120.3016,1523.3643,5416,0.67142885,G,0.50308292
Kepler-1658 b,Transit,Kepler,2019,0.073954337,0.0544,3.8493728,0.0628,5440.769,11.994,1868.8404,1.0831287,12.991046,2121.1652,2258.833,2395.5227,2550.9969,6216,16.069413,F,0.45486255
K2-101 b,Transit,K2,2016,0.31756186,0.1124,14.676243,0.1,20.213885,2,4.66,0.5825,1.165,514.36358,568.65033,580.89284,642.2012,4927,0.25409727,K,0.32193434
K2-104 b,Transit,K2,2016,0.28629076,0.0242,1.9741954,0.09,63.115398,1.79,3.86,0.67302037,1.2047065,687.03487,751.91947,775.89792,849.17489,3712,0.036812897,M,0.27480169
HATS-59 b,Transit,HATSouth,2018,0.074513172,0.06112,5.416081,0.129,267.47134,12.621,256.17098,0.12742324,1.6082087,967.52248,1101.5367,1092.6646,1244.0126,5670,0.99083194,G,0.46218306
V1298 Tau e,Transit,K2,2019,0.17767821,0.308,60,0.57,12.252212,8.74,368.68095,0.55222543,4.8264502,362.13836,691.97455,408.97837,781.47652,5050,0.95499259,K,0.19692931
Kepler-14 b,Transit,Kepler,2011,0.07097567,0.0771,6.790123,0.035,1059.6377,12.733,2669.66,1.2931942,16.466241,1428.4082,1479.3089,1613.1626,1670.6469,6395,6.2950618,F,0.46804499
TOI-500 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.29181607,0.01189,0.548177,0.063,1414.1643,1.166,1.42,0.89576212,1.0444586,1514.4054,1613.0172,1710.2829,1821.6494,4440,0.19952623,K,0.42312018
K2-36 c,Transit,K2,2016,0.21573349,0.05528,5.340888,0.089,88.428204,3.2,7.9,0.24108887,0.77148437,747.82805,817.62941,844.55427,923.38394,4916,0.26915348,K,0.34977482
TOI-1221 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.37555082,0.387,91.68278,0.21,6.5670729,2.91,1112.3994,45.142103,131.36352,368.63922,456.22668,416.32008,515.23635,5592,0.96161228,G,0.51252984
TOI-1052 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.21894007,0.09103,9.139703,0.18,297.01815,2.87,16.9,0.71489295,2.0517428,969.54157,1163.0557,1094.9449,1313.4886,6146,2.421029,F,0.43675702
TOI-2567 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.081929078,0.0672,5.983944,0,562.67997,10.929,63.88351,0.048938144,0.53484497,1240.6951,1240.6951,1401.1702,1401.1702,5611,2.5409727,G,0.52246025
TOI-3785 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.20215668,0.043,4.6747373,0.11,19.985112,5.14,14.95,0.110091,0.56586776,510.45092,570.05988,576.47411,643.79306,3576,0.03672823,M,0.40682498
TOI-1899 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.27815324,0.1587,29.02,0.118,3.5066381,12.89,209.7678,0.097944504,1.2625047,329.10944,370.53305,371.6774,418.45886,3841,0.087700082,M,0.42809843
Kepler-1005 b,Transit,Kepler,2016,0.28341224,0.0669,6.4980152,0,305.59607,1.5,2.86,0.84740741,1.2711111,1065.0908,1065.0908,1202.8527,1202.8527,5782,1.3677288,G,0.48447611
Kepler-1008 b,Transit,Kepler,2016,0.32720794,0.0951,12.439312,0,34.406379,1.28,2.18,1.039505,1.3305664,616.96347,616.96347,696.76329,696.76329,5066,0.31117163,K,0.45854042
HD 28109 d,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.26850051,0.411,84.25999,0.0864,16.980225,3.25,5.681,0.16549112,0.53784615,495.66005,540.50629,559.77014,610.41692,6120,2.8575905,F,0.39256701
TOI-2842 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.070794518,0.0475,3.5514058,0,780.93121,12.845,117.59651,0.05548711,0.71273193,1346.6443,1346.6443,1520.8232,1520.8232,5910,1.761976,G,0.48366289
HATS-63 b,Transit,HATSouth,2018,0.067956845,0.04026,3.0566527,0.136,640.18637,13.529,305.1168,0.12321655,1.6669967,1199.4266,1375.3269,1354.5638,1553.2157,5627,1.0280163,G,0.51506103
Kepler-37 b,Transit,Kepler,2013,0.22723961,0.1019,13.36702,0.098,46.104912,0.31,0.79,26.518076,8.2206035,632.71983,698.08668,714.55763,788.3792,5357,0.47643099,G,0.46369897
Kepler-411 d,Transit,Kepler,2018,0.45801712,0.279,58.02035,0.128,3.4149064,3.319,15.2,0.41574002,1.3798411,325.38165,370.07467,367.46744,417.94119,4987,0.26363314,K,0.26370633
TOI-519 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.094167266,0.0159,1.2652328,0.33,59.053077,11.545,147.15455,0.0956295,1.1040426,603.56678,850.38139,681.63383,960.37215,3322,0.014092888,M,0.33071211
K2-36 b,Transit,K2,2016,0.28459917,0.02288,1.422614,0.093,516.38573,1.43,4.3,1.4704841,2.1027923,1160.2768,1273.7027,1310.3504,1438.447,4916,0.26915348,K,0.34977482
Kepler-78 b,Transit,Kepler,2013,0.2903106,0.00901,0.35500745,0,3913.3656,1.201,1.68,0.96979571,1.1647247,2014.8249,2014.8249,2275.4281,2275.4281,5058,0.31768741,G,0.30448766
Wolf 503 b,Transit,K2,2018,0.27110936,0.05712,6.00127,0.409,70.823008,2.043,6.27,0.7352964,1.5022105,608.48533,939.53263,687.18857,1061.0545,4716,0.21086281,K,0.47141853
Kepler-126 d,Transit,Kepler,2014,0.31572306,0.448,100.28313,0.02,14.110125,2.5,54.59019,3.4937722,8.7344304,488.83311,498.70953,552.06019,563.21404,6239,2.831392,F,0.45397553
Kepler-26 c,Transit,Kepler,2011,0.36692032,0.10725,17.2559,0,7.5719092,2.72,6.2,0.30809523,0.83801903,422.57233,422.57233,477.22905,477.22905,3914,0.087096359,M,0.34886689
Kepler-1015 b,Transit,Kepler,2016,0.19600911,0.1396,16.004942,0,185.8785,3.55,12.3,0.27492868,0.97599683,940.60439,940.60439,1062.2649,1062.2649,6769,3.62243,F,0.4409572
Kepler-109 b,Transit,Kepler,2014,0.23399611,0.0701,6.4816307,0.11,455.20547,2.49,4.9,0.31739351,0.79030983,1115.1395,1245.3623,1259.3749,1406.441,5950,2.2233099,G,0.49899817
TOI-1386 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2024,0.16200823,0.1732,25.83839,0.061,34.730716,6.053,47.0386,0.21210083,1.2838463,600.09233,637.88585,677.70999,720.39183,5793,1.0399202,G,0.44223686
Kepler-197 b,Transit,Kepler,2014,0.29590487,0.06,5.599308,0.02,463.21688,1.02,1.04,0.98001523,0.99961553,1170.1027,1193.7436,1321.4472,1348.1458,6004,1.6672472,F,0.45018052
Kepler-50 c,Transit,Kepler,2012,0.24918376,0.087,9.37647,0,453.90137,2.17,8.2,0.8024808,1.7413833,1175.8179,1175.8179,1327.9016,1327.9016,6225,3.4355795,F,0.48009738
Kepler-450 b,Transit,Kepler,2015,0.14126641,0.1993,28.454851,0.02,90.17212,6.14,19.4,0.08381015,0.51459432,777.22359,792.92666,877.75192,895.48607,6197.21,3.5809644,F,0.45576571
Kepler-109 c,Transit,Kepler,2014,0.23761538,0.1546,21.22265,0.098,93.470934,2.65,8.2,0.4406322,1.1676753,754.99451,832.99366,852.64766,940.73544,5950,2.2233099,G,0.49899817
Kepler-130 b,Transit,Kepler,2014,0.29836806,0.079,8.457458,0.15,255.67451,1.02,1.04,0.98001523,0.99961553,947.1903,1101.7339,1069.7026,1244.2353,5884,1.5776113,G,0.46925082
Kepler-62 d,Transit,Kepler,2013,0.34296602,0.12,18.16406,0,14.575971,1.95,14,1.8880966,3.6817883,497.7475,497.7475,562.12759,562.12759,4925,0.20989399,K,0.43721079
Kepler-22 b,Transit,Kepler,2011,0.7216326,0.812,289.86388,0.72,1.4110575,2.1,9.1,0.98261527,2.0634921,193.2224,478.89762,218.21434,540.83961,5596,0.64565423,G,0.47051557
Kepler-1000 b,Transit,Kepler,2016,0.21617213,0.5337,120.01813,0,18.214011,4.76,20.3,0.18822408,0.89594661,526.2609,526.2609,594.329,594.329,6453,5.1880004,F,0.41590672
TOI-1333 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.058952585,0.0626,4.720219,0.073,1321.3309,15.648,753.2571,0.1965924,3.0762779,1481.7082,1594.1261,1673.3566,1800.3149,6274,5.1641637,F,0.46727059
Kepler-1089 b,Transit,Kepler,2016,0.32617528,0.0497,5.1324856,0,20.430887,1.83,4.01,0.65432137,1.1974081,541.5911,541.5911,611.64204,611.64204,3753,0.05046613,M,0.35808251
TOI-4551 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.076161645,0.0994,9.95581,0.101,646.32912,11.859,473.56433,0.28394536,3.367308,1222.5394,1352.9342,1380.6661,1527.9266,4896,6.3533093,K,0.51047693
TOI-4791 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.072789188,0.0555,4.28088,0,778.77864,12.442,734.18362,0.38118351,4.7426852,1345.7154,1345.7154,1519.7741,1519.7741,6058,2.3988329,F,0.46894048
TOI-4463 A b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.069184993,0.04036,2.8807198,0,629.64779,13.26,252.35576,0.10823872,1.4352454,1276.0689,1276.0689,1441.1193,1441.1193,5640,1.0256519,G,0.46144942
TOI-836 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.28643901,0.0422,3.81673,0.053,78.883455,1.704,4.53,0.91556552,1.5601237,739.57002,779.86332,835.22812,880.73307,4552,0.14028137,K,0.41667115
Kepler-1137 b,Transit,Kepler,2016,0.25292091,0.1871,23.921079,0,162.12591,2.2,5.48,0.51465064,1.1322314,908.99777,908.99777,1026.5701,1026.5701,6807,5.6754461,F,0.44194149
Kepler-1163 b,Transit,Kepler,2016,0.29547693,0.0685,6.117869,0,530.41874,1.03,1.08,0.98835299,1.0180036,1222.5156,1222.5156,1380.6393,1380.6393,6302,2.4888573,F,0.45594263
Kepler-115 c,Transit,Kepler,2014,0.23206348,0.087,8.990889,0,219.26105,2.6,7.27,0.41363223,1.0754438,980.2573,980.2573,1107.0466,1107.0466,5979,1.6595869,G,0.48612342
Kepler-1224 b,Transit,Kepler,2016,0.29544816,0.1165,13.323516,0,144.6599,1.33,2.33,0.99037803,1.3172028,883.45971,883.45971,997.72891,997.72891,6155,1.9633603,F,0.43556685
Kepler-1408 b,Transit,Kepler,2016,0.2923686,0.0425,2.9979319,0,2100.0138,0.89,0.64,0.90784134,0.80797879,1724.4684,1724.4684,1947.5161,1947.5161,6170,3.7931498,F,0.44614444
Kepler-1053 b,Transit,Kepler,2016,0.30379025,0.0315,2.4143516,0,128.34498,0.98,0.904,0.96048415,0.94127447,857.42162,857.42162,968.32299,968.32299,4529,0.12735031,K,0.3905067
Kepler-1245 b,Transit,Kepler,2016,0.28983589,0.0484,4.354093,0,165.69495,1.44,2.67,0.8941776,1.2876157,913.95966,913.95966,1032.1738,1032.1738,5306,0.38815037,G,0.43823832
Kepler-1308 b,Transit,Kepler,2016,0.28473978,0.025,2.1043381,0,50.248139,0.52,0.0933,0.66354688,0.34504438,678.23423,678.23423,765.95899,765.95899,3468,0.031405087,M,0.31381329
Kepler-1253 b,Transit,Kepler,2016,0.34524921,0.3133,68.886191,0,22.546504,1.33,2.33,0.99037803,1.3172028,555.09781,555.09781,626.89575,626.89575,5850,2.2130947,G,0.49070554
Kepler-136 c,Transit,Kepler,2014,0.26319034,0.133,16.399235,0,165.69016,1.99,4.62,0.58624985,1.1666372,913.95306,913.95306,1032.1664,1032.1664,6165,2.9308932,F,0.44996013
Kepler-1349 b,Transit,Kepler,2016,0.28270206,0.0341,2.1282393,0,1894.4853,0.7,0.271,0.79008746,0.55306122,1680.6316,1680.6316,1898.0093,1898.0093,6086,2.2029265,F,0.44834216
Kepler-1121 b,Transit,Kepler,2016,0.265463,0.1187,13.151411,0,211.88419,1.91,4.31,0.61855336,1.1814369,971.90619,971.90619,1097.6153,1097.6153,6231,2.9853826,F,0.46819047
Kepler-2000 b,Transit,Kepler,2023,0.26445684,0.0562,6.3831591,0,28.023822,2.73,7.9,0.38827475,1.0599901,586.11327,586.11327,661.92283,661.92283,3757,0.088511561,M,0.46259752
Kepler-1350 b,Transit,Kepler,2016,0.27071063,0.0413,4.4968604,0,30.556239,2.52,6.9,0.43116894,1.0865457,598.92809,598.92809,676.39517,676.39517,3827,0.052119471,M,0.37757083
Kepler-1352 b,Transit,Kepler,2016,0.29238975,0.03,1.8778827,0,2035.9049,0.89,0.64,0.90784134,0.80797879,1711.1539,1711.1539,1932.4795,1932.4795,6118,1.8323144,F,0.44869064
Kepler-135 b,Transit,Kepler,2014,0.26627266,0.067,6.00253,0,624.95737,1.81,3.93,0.66276082,1.1995971,1273.6858,1273.6858,1438.428,1438.428,6090,2.8054336,F,0.45245812
Kepler-1350 c,Transit,Kepler,2016,0.28083946,0.0222,1.7667891,0,105.75333,1.73,3.64,0.70301254,1.2162117,816.90814,816.90814,922.56937,922.56937,3827,0.052119471,M,0.37757083
Kepler-1366 b,Transit,Kepler,2016,0.29211366,0.0273,2.164571,0,135.41747,1.43,2.63,0.89938913,1.2861265,868.99722,868.99722,981.39581,981.39581,4070,0.10092529,K,0.38400414
Kepler-141 b,Transit,Kepler,2014,0.28697797,0.039,3.107675,0,235.43487,0.69,0.257,0.78232255,0.53980256,997.85493,997.85493,1126.9203,1126.9203,4910,0.35809644,K,0.54417267
Kepler-141 c,Transit,Kepler,2014,0.29998811,0.067,7.010606,0,79.771984,1.41,2.57,0.91680249,1.2926915,761.31136,761.31136,859.78155,859.78155,4910,0.35809644,K,0.54417267
Kepler-1412 b,Transit,Kepler,2016,0.29108657,0.0461,3.6146051,0,1136.5751,0.83,0.498,0.87095369,0.72289157,1479.1058,1479.1058,1670.4176,1670.4176,5880,2.4154608,G,0.49582873
Kepler-142 c,Transit,Kepler,2014,0.21830713,0.057,4.761702,0,393.77695,2.86,8.55,0.3654837,1.0452834,1134.7816,1134.7816,1281.5575,1281.5575,5790,1.2793813,G,0.50629722
HD 152843 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.14586991,0.17235796,24.38,0.115,95.505472,5.83,27.5,0.13878005,0.80908767,752.91614,845.10837,850.30047,954.41711,6310,2.8183829,G,0.47161673
HD 152843 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.19900532,0.1053,11.6264,0.14,256.7093,3.41,11.56,0.29153768,0.9941435,952.6494,1096.8224,1075.8678,1238.6885,6310,2.8183829,G,0.47161673
TOI-1937 A b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.064711132,0.01932,0.94667944,0,3220.9631,13.978,638.8351,0.23391262,3.2696307,1919.0936,1919.0936,2167.3146,2167.3146,5814,1.2022644,G,0.45297042
Kepler-46 b,Transit,Kepler,2012,0.16385909,0.1968,33.60134,0.01,14.353953,9.057,1907,2.5668329,23.247805,493.37425,498.33291,557.18868,562.78871,5155,0.55590426,K,0.50439135
TOI-1696 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.29102118,0.0229,2.500311,0,13.562165,3.09,48.8,1.6540338,5.1109645,488.85715,488.85715,552.08733,552.08733,3185,0.007112135,M,0.31653787
Kepler-1365 c,Transit,Kepler,2016,0.29010907,0.0545,4.77468,0,895.79162,0.8,0.437,0.85351562,0.6828125,1393.6427,1393.6427,1573.9005,1573.9005,5770,2.6607251,G,0.48262638
Kepler-1434 b,Transit,Kepler,2016,0.29348224,0.0894,8.0533362,0,910.59437,1.11,1.41,1.0309798,1.1443876,1399.3648,1399.3648,1580.3627,1580.3627,6291,7.277798,F,0.47605026
Kepler-1435 b,Transit,Kepler,2016,0.29232269,0.0546,4.4534328,0,985.40489,0.86,0.566,0.88985875,0.76527853,1427.261,1427.261,1611.867,1611.867,6356,2.9376497,F,0.44786376
Kepler-1437 b,Transit,Kepler,2016,0.29040526,0.0951,10.929546,0,228.8964,1.37,2.45,0.95280578,1.3053439,990.85351,990.85351,1119.0133,1119.0133,5557,2.0701413,G,0.44981975
Kepler-1445 b,Transit,Kepler,2016,0.29853042,0.0948,10.600523,0,243.43517,0.96,0.84,0.94943576,0.91145833,1006.226,1006.226,1136.3742,1136.3742,6150,2.1877616,F,0.46545916
Kepler-1446 b,Transit,Kepler,2016,0.29069494,0.0141,0.68996783,0,1123.4708,0.82,0.477,0.86512094,0.70939917,1474.8239,1474.8239,1665.5818,1665.5818,4865,0.22335722,K,0.39178319
Kepler-1388 d,Transit,Kepler,2016,0.42081765,0.126,20.956816,0,4.9233296,2.86,8.55,0.3654837,1.0452834,379.45863,379.45863,428.5389,428.5389,4098,0.07816278,K,0.39360107
Kepler-1300 b,Transit,Kepler,2016,0.29311973,0.1655,22.241909,0,157.90795,1.37,2.45,0.95280578,1.3053439,903.02695,903.02695,1019.827,1019.827,6130,4.3251383,F,0.48097902
Kepler-1066 b,Transit,Kepler,2016,0.23897804,0.0299,1.9315598,0,722.20023,2.36,6.17,0.46940656,1.1077995,1320.5782,1320.5782,1491.3855,1491.3855,5762,0.64565423,G,0.44387852
Kepler-1088 b,Transit,Kepler,2016,0.31077793,0.1602,23.127486,0,47.937455,1.42,2.6,0.90804697,1.2894267,670.29882,670.29882,756.99719,756.99719,5975,1.2302688,G,0.44126612
Kepler-26 e,Transit,Kepler,2014,0.64465847,0.22,46.827915,0,1.7995115,2.41,6.39,0.45650941,1.1001877,295.04507,295.04507,333.20705,333.20705,4486,0.087096359,M,0.3653079
